docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions
61004031,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004040,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004051,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004200,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004205,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004210,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004216,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004223,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004227,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004236,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004240,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004245,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004250,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004513,s-,2017-2022,Unknown,Low,Unknown,['None']
61004901,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004910,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004919,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004923,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61004927,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61005734,e-k,2017-2022,Unknown,Low,Unknown,['Southern Asia']
61006535,e-k,2017-2022,Unknown,Low,Unknown,['Western Europe']
61007326,e-k,2017-2022,Unknown,Low,Unknown,['Western Europe']
61009203,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61009332,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61010309,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61010334,s-,2017-2022,Unknown,Low,Unknown,['None']
61010783,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61010819,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61010848,e-k,2017-2022,Unknown,Medium-Low,Unknown,['None']
61011087,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61011506,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61011888,a-d,2017-2022,Unknown,Low,Unknown,['None']
61012035,l-r,2017-2022,Unknown,Low,Unknown,['None']
61012119,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61012237,e-k,2017-2022,Unknown,Low,Unknown,['None']
61012309,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012317,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012325,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012328,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012329,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012339,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012344,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012474,l-r,2017-2022,Unknown,Low,Unknown,['None']
61012526,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012531,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012542,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012551,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012560,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012571,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012572,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012578,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61012615,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61012654,l-r,2017-2022,Unknown,Low,Unknown,['None']
61012886,s-,2017-2022,Unknown,Low,Unknown,['None']
61013060,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013062,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013068,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013071,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013074,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013079,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013081,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013110,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013122,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013137,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61013151,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013155,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013164,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013175,s-,2017-2022,Unknown,Low,Unknown,['Australia and New Zealand']
61013181,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013195,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61013199,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013207,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013216,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013227,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013234,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013248,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013265,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013274,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61013505,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61014736,l-r,2017-2022,Unknown,Low,Unknown,['Western Europe']
61015183,l-r,2017-2022,20th century,Low,Man,['Australia and New Zealand']
61017282,e-k,2017-2022,Unknown,Low,Unknown,['Northern America']
61018108,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61018356,a-d,2017-2022,Unknown,Low,Unknown,['Northern America']
61018376,e-k,2017-2022,20th century,Low,Man,['None']
61018502,s-,2017-2022,Unknown,Low,Unknown,['None']
61018757,e-k,2017-2022,Unknown,Low,Unknown,['None']
61020015,s-,2017-2022,Pre-1900s,Low,Unknown,['None']
61020136,a-d,2017-2022,Unknown,Low,Unknown,['None']
61021419,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021424,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021435,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021695,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021700,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021753,l-r,2017-2022,20th century,Low,Man,['None']
61021854,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021862,e-k,2017-2022,Unknown,Low,Unknown,['None']
61021866,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021872,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021877,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021931,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61021936,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61022034,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61022038,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61022103,e-k,2017-2022,Unknown,Low,Unknown,['None']
61022176,a-d,2017-2022,21st century,Medium-High,Unknown,['None']
61022258,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61022261,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61022964,a-d,2017-2022,20th century,Low,Man,['None']
61023731,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61024585,e-k,2017-2022,Unknown,Low,Man,['None']
61024735,a-d,2017-2022,21st century,Low,Unknown,['Western Asia']
61025420,l-r,2017-2022,Unknown,Low,Unknown,['None']
61025659,l-r,2017-2022,Unknown,Low,Unknown,['None']
61025687,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61025838,l-r,2017-2022,Unknown,Low,Unknown,['None']
61025908,l-r,2017-2022,Unknown,Low,Unknown,['None']
61025983,e-k,2017-2022,20th century,Medium-Low,Man,['Eastern Africa']
61026231,l-r,2017-2022,Unknown,Low,Unknown,['None']
61026283,s-,2017-2022,Unknown,Low,Man,['None']
61026374,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61026555,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61026651,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61026847,s-,2017-2022,Unknown,Medium-Low,Unknown,['Northern America']
61027157,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027258,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027336,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027357,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027371,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027380,l-r,2017-2022,Unknown,Low,Unknown,['None']
61027437,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027446,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027477,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027486,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027508,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027525,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61027661,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027667,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027671,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027678,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61027682,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027691,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027701,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027712,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027714,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027723,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027736,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61027887,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61028260,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028267,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028274,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028277,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028282,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028285,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61028289,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61028292,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61028297,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61029254,l-r,2017-2022,Pre-1900s,Low,Man,['None']
61029293,e-k,2017-2022,Pre-1900s,Low,Man,['None']
61029933,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61029964,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61030035,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61030105,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61030156,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61030193,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031301,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031312,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031328,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031371,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031396,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031529,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031542,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031551,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031555,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61031558,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61032314,s-,2017-2022,Unknown,Medium-Low,Unknown,['Northern America']
61032510,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61032522,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61032538,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61032548,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61032573,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61033784,a-d,2017-2022,Unknown,Low,Unknown,['None']
61037032,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61037744,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61037951,l-r,2017-2022,Unknown,Medium-High,Unknown,['None']
61038747,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61039109,a-d,2017-2022,Unknown,Low,Unknown,['None']
61039283,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61039420,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61039437,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039440,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039446,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039451,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039457,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039467,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039478,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039480,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61039483,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039488,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039493,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039504,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039508,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039512,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039517,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039665,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039672,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039677,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039685,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039689,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039693,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039838,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039839,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039843,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039855,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039889,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039897,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039901,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039906,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039912,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61039917,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61040159,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61040163,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61040168,s-,2017-2022,21st century,Medium-Low,Unknown,['Eastern Europe']
61040289,l-r,2017-2022,Unknown,Low,Unknown,['None']
61040803,s-,2017-2022,Pre-1900s,Low,Unknown,['South-eastern Asia']
61041043,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041046,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041051,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041089,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041093,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041097,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041101,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041105,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041205,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041211,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041214,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61041787,s-,2017-2022,Unknown,Low,Unknown,['None']
61042414,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61042417,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61042420,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61042426,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61042565,e-k,2017-2022,Unknown,Low,Unknown,['Western Europe']
61042800,a-d,2017-2022,Unknown,Medium-Low,Unknown,['None']
61043342,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Asia']
61045630,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61045837,l-r,2017-2022,Unknown,Low,Woman,['None']
61046148,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046150,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046154,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61046162,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046703,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046714,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046722,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046726,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046729,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046735,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61046996,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61047001,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61047010,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61047130,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61047134,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61047139,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61048383,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61048390,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61048397,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61048873,a-d,2017-2022,Unknown,Medium-Low,Unknown,['None']
61049545,a-d,2017-2022,Unknown,Low,Unknown,['None']
61050368,a-d,2017-2022,Pre-1900s,Low,Man,['None']
61051035,s-,2017-2022,Unknown,Low,Unknown,['Western Asia']
61051172,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61051444,e-k,2017-2022,Unknown,Low,Unknown,['None']
61052862,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052872,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61052881,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61052888,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052897,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61052953,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61052956,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052961,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052964,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052967,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052970,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052973,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61052978,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053133,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053134,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053140,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053144,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053150,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053156,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053160,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053164,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053166,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053324,a-d,2017-2022,Unknown,Low,Unknown,['Southern Europe']
61053358,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053364,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053370,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053379,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053382,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053385,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053388,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053397,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053402,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61053418,s-,2017-2022,20th century,Low,Unknown,['Eastern Europe']
61053422,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61053426,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053434,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61053486,a-d,2017-2022,Unknown,Low,Unknown,['Southern Europe']
61053683,l-r,2017-2022,Unknown,Low,Unknown,['None']
61053706,l-r,2017-2022,Unknown,Low,Unknown,['Northern America']
61054248,e-k,2017-2022,Unknown,Low,Unknown,['None']
61054656,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61054660,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61054665,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61054668,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61055036,l-r,2017-2022,Unknown,Medium-High,Unknown,['South-eastern Asia']
61056997,l-r,2017-2022,Unknown,Low,Unknown,['None']
61058197,l-r,2017-2022,20th century,Low,Man,['South America']
61058337,e-k,2017-2022,Pre-1900s,Low,Man,['None']
61059085,e-k,2017-2022,Unknown,High,Man,['Southern Asia']
61060608,a-d,2017-2022,20th century,Medium-Low,Unknown,['Middle Africa']
61060701,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060707,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060719,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060729,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060741,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060751,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61060760,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060820,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060826,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060835,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060850,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060860,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61060873,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061063,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061078,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061088,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061105,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061113,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061143,l-r,2017-2022,Unknown,Low,Unknown,['None']
61061817,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061819,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061828,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061834,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061905,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061908,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061912,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061917,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61061923,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61062058,e-k,2017-2022,21st century,Medium-Low,Unknown,['Eastern Europe']
61062774,s-,2017-2022,Unknown,Low,Unknown,['None']
61062824,e-k,2017-2022,Unknown,Low,Unknown,['None']
61062884,l-r,2017-2022,20th century,Low,Woman,['Southern Europe']
61063010,a-d,2017-2022,Unknown,Low,Unknown,['None']
61063110,s-,2017-2022,Unknown,Low,Unknown,['Southern Asia']
61064368,a-d,2017-2022,20th century,Low,Man,['Northern Europe']
61064983,s-,2017-2022,Pre-1900s,Low,Man,['None']
61065483,l-r,2017-2022,20th century,Low,Unknown,['Western Europe']
61065735,a-d,2017-2022,Pre-1900s,Low,Man,['None']
61065883,s-,2017-2022,Unknown,Low,Unknown,['None']
61066487,l-r,2017-2022,Pre-1900s,Low,Man,['None']
61066520,l-r,2017-2022,20th century,Low,Unknown,['Western Europe']
61066532,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61066673,s-,2017-2022,20th century,Low,Man,['None']
61066871,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61067452,e-k,2017-2022,Unknown,Low,Unknown,['None']
61067585,e-k,2017-2022,Unknown,Low,Unknown,['None']
61067707,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61067827,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61067880,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61068091,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61068460,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068467,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068469,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068475,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068483,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068489,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe']
61068497,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068498,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068502,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61068504,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe']
61070331,e-k,2017-2022,20th century,Low,Woman,['South America']
61070839,s-,2017-2022,Unknown,Medium-Low,Unknown,['None']
61070890,a-d,2017-2022,Unknown,Low,Unknown,['None']
61071374,a-d,2017-2022,Unknown,Low,Unknown,['None']
61073905,a-d,2017-2022,20th century,Low,Man,['Northern Europe']
61073933,e-k,2017-2022,Unknown,Low,Unknown,['Western Asia']
61073997,s-,2017-2022,Unknown,Low,Unknown,['None']
61074034,a-d,2017-2022,Unknown,Low,Unknown,['Western Asia']
61074236,l-r,2017-2022,Unknown,Low,Unknown,['Western Asia']
61074742,a-d,2017-2022,Unknown,Low,Unknown,['None']
